Time	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G68A	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
500	0.5532636	0.0065650	0.4162263	0.3608493	0.2802504	0.2864398	0.0269333	0.2937859	0.6766190	0.0259218	0.2546498	0.4018499	0.0296529	0.5127281	0.2892638	0.6482286	0.6485298	0.4871738	0.0494873	0.3817784	0.1877346	0.2790237	0.1002609	0.2682832	0.3930720	0.0062988	0.2121945	0.3239948	0.6757484	0.7882537	0.4234986	0.1686063	0.1106837	0.2140918	0.2163228	0.3442665	0.3035499	0.4592918	0.1803463	0.6336066	0.1496711	0.4701179	0.5396954	0.2559909	0.4188367	0.4574322	0.0921013	0.6884046	0.3296556	0.0949497	0.4133565	0.0336856	0.4367043	0.6061028	0.1438949	0.4717820	0.0350134	0.5571382	0.3781423	0.5862075	0.1906893	0.3750688	0.0493760	0.0210237	0.1571562	0.3351167	0.5906544	0.2106290	0.5870273	0.0842822	0.3584371	0.0610899	0.1252902	0.3650740	0.0761861	0.6756526	0.5495323	0.1138188	0.3841745	0.4219396	0.1360645	0.4350915	0.0301384	0.2978660	0.2004172	0.0872786	0.4327115	0.4286944	0.2693921	0.5423180	0.6103314	0.2563706	0.0613538	0.5617736	0.4576019	0.3841467	0.0621278	0.2568184	0.4818634	0.4960279
550	0.3486162	0.0756245	0.1566879	0.4369810	0.2920281	0.3498049	0.0102710	0.4037526	0.7248564	0.0377607	0.3578262	0.4923069	0.0587953	0.6645902	0.2577040	0.5966380	0.6806890	0.2383275	0.1090969	0.5178988	0.3384198	0.2090993	0.0685843	0.3264890	0.5434082	0.4610734	0.2164456	0.3849283	0.6370980	0.5025336	0.4111171	0.1938768	0.4833539	0.2344497	0.1734496	0.3906172	0.4058271	0.3389299	0.1184516	0.5628942	0.1054075	0.3718401	0.7012588	0.2085901	0.3430476	0.3360197	0.1019757	0.6772123	0.3878516	0.0993569	0.4317204	0.0735029	0.6563910	0.5690096	0.1161717	0.5128710	0.0471847	0.4957234	0.2461070	0.4274776	0.2148660	0.3735518	0.0295376	0.0243892	0.2224494	0.3651949	0.8102227	0.4438582	0.6479439	0.0047302	0.4744579	0.0617577	0.0652898	0.2350583	0.2274074	0.4406760	0.5199577	0.1101133	0.4899958	0.5252831	0.1486613	0.3444282	0.0291680	0.4320334	0.1639265	0.1366689	0.2058510	0.3177796	0.3505511	0.4901852	0.5338448	0.2086415	0.0792217	0.5605973	0.3933775	0.3682869	0.3146150	0.1056383	0.5361138	0.4098789
600	0.2707375	0.1178948	0.0983661	0.3747401	0.3107892	0.2551037	0.0082635	0.3107893	0.6002403	0.0414210	0.2243567	0.4615262	0.0154684	0.5600760	0.2601907	0.6358204	0.6275306	0.1911650	0.0854210	0.5303378	0.2775890	0.2098921	0.1003604	0.2907150	0.4616098	0.5082711	0.3970166	0.4119458	0.6955483	0.4770540	0.4170198	0.1729745	0.5824841	0.3171070	0.1621641	0.2042875	0.6341525	0.3933163	0.1085728	0.6453935	0.1347334	0.4711285	0.6204442	0.1638465	0.4656096	0.4116327	0.1393963	0.6237137	0.4315450	0.1184438	0.3360505	0.0646239	0.6595264	0.7209275	0.1648053	0.6177795	0.0287508	0.4869757	0.2964081	0.4246191	0.1933356	0.3883540	0.0308382	0.1282936	0.1579425	0.4413833	0.8059392	0.4675892	0.6415793	0.0097457	0.5195180	0.0565753	0.1094614	0.2740070	0.3135210	0.4129052	0.6401642	0.1008677	0.4455357	0.4478576	0.1494882	0.3156739	0.0338462	0.3091672	0.1741460	0.2374512	0.1366599	0.3683989	0.4012707	0.3304363	0.4943498	0.1255485	0.1421575	0.5366719	0.3766294	0.4376296	0.3591613	0.0523875	0.4310976	0.4261588
650	0.2037798	0.1620267	0.0184323	0.4078321	0.2812568	0.1877982	0.0088458	0.3307420	0.7081272	0.0196339	0.3201344	0.5066777	0.0051538	0.7072262	0.1814267	0.6752505	0.6405215	0.3135026	0.1034430	0.4323352	0.3121722	0.2334315	0.0769890	0.2375310	0.5780020	0.5616563	0.3862886	0.3359217	0.6643288	0.3994323	0.4289288	0.1643337	0.6318919	0.1257267	0.2202802	0.1084684	0.5915122	0.3802485	0.0825960	0.6638721	0.1787128	0.3760019	0.6498715	0.1472830	0.4936482	0.4251143	0.1608021	0.6531782	0.3139265	0.1495858	0.4411303	0.0296779	0.6463393	0.6659528	0.1594125	0.6075667	0.0301051	0.4501954	0.2794724	0.4064347	0.1891391	0.4438870	0.0174726	0.0986040	0.2589328	0.3811795	0.7325270	0.4182124	0.6399503	0.0699978	0.5844637	0.0962424	0.0881062	0.4074799	0.2559899	0.3199818	0.5878806	0.1067744	0.5916151	0.4802816	0.2474714	0.3322761	0.0235533	0.3105383	0.2277735	0.1405768	0.1702363	0.3478595	0.4597380	0.2352023	0.4815742	0.1472493	0.1734956	0.5842181	0.3168292	0.3897488	0.3231419	0.0127410	0.4732521	0.3364978
700	0.0951630	0.2735423	0.0356886	0.5016775	0.2534943	0.2273561	0.0295516	0.3268017	0.5854501	0.0257312	0.3055307	0.5669386	0.0326966	0.6730872	0.0703013	0.5704052	0.6027683	0.3028223	0.0807431	0.4065497	0.2278351	0.0786749	0.0785334	0.3017995	0.4766390	0.5249120	0.4929532	0.2806119	0.7428661	0.3829293	0.4391669	0.1184696	0.5411264	0.0811628	0.2364182	0.1052570	0.6020535	0.3376453	0.1369522	0.5436923	0.1983694	0.3943985	0.5754451	0.2116353	0.4873191	0.3943189	0.3737749	0.5599419	0.3755880	0.1042249	0.3192481	0.0314228	0.6500526	0.6932238	0.1789295	0.4383316	0.0246346	0.3492029	0.3163526	0.3283887	0.2314772	0.4411544	0.0281126	0.1202264	0.2077304	0.4365370	0.6427224	0.4493167	0.6444397	0.1584745	0.5382509	0.0644706	0.0871168	0.3395214	0.2491470	0.2930936	0.6221645	0.1165327	0.6067422	0.5022236	0.3051047	0.3309495	0.1458886	0.3963377	0.1825478	0.1154395	0.1521319	0.3593230	0.5983471	0.2712323	0.4577192	0.2240723	0.1580145	0.5679588	0.3508144	0.4083835	0.4057773	0.0113913	0.5223227	0.3534189
750	0.0644257	0.3779092	0.0200207	0.3746234	0.2343294	0.2424837	0.0272577	0.5153169	0.6998532	0.0325556	0.3100342	0.5037875	0.0287706	0.5969278	0.0209648	0.4941342	0.5471278	0.2036462	0.1293651	0.2809907	0.0971945	0.0864802	0.0627458	0.3025790	0.6263010	0.3174244	0.4538834	0.3374376	0.6669080	0.4417405	0.4311764	0.1832267	0.5867189	0.0802976	0.2474377	0.0940698	0.6570972	0.3342056	0.0957238	0.5957001	0.1787286	0.4189053	0.6391571	0.1992415	0.3703976	0.3610070	0.3364372	0.6985148	0.3298460	0.0955603	0.4886476	0.0369722	0.6588317	0.6003229	0.1360501	0.2826872	0.0121193	0.3872863	0.3539060	0.3198129	0.2389561	0.4588466	0.0434153	0.1757280	0.0800825	0.3399567	0.7251088	0.4835599	0.7728986	0.2486637	0.3687459	0.0489823	0.0836106	0.2419625	0.4178585	0.3358173	0.6211734	0.1495296	0.6316046	0.5540597	0.2966747	0.2841927	0.1919339	0.3569171	0.2102648	0.1669952	0.2398749	0.3882608	0.3968070	0.2811126	0.5215205	0.2426168	0.1450654	0.6952856	0.3736454	0.4916495	0.3563719	0.0290472	0.4889501	0.4068400
800	0.0136428	0.4397834	0.0503724	0.4373139	0.1873833	0.2861132	0.0072546	0.3166865	0.7534726	0.0457954	0.2945927	0.4531102	0.0372490	0.6256409	0.0162261	0.4792528	0.6437707	0.1819099	0.0723169	0.3251657	0.0320539	0.0553121	0.0697647	0.3377223	0.6588717	0.2001830	0.4730533	0.3392829	0.7347212	0.4359878	0.3762039	0.1375374	0.6748274	0.0744822	0.2739689	0.1017540	0.7849676	0.3852657	0.0844627	0.5378623	0.2420146	0.3570721	0.7185873	0.2440880	0.3618048	0.2576823	0.2884404	0.7661675	0.4232141	0.0868033	0.3942802	0.0218223	0.6160629	0.8253472	0.1840774	0.1016478	0.0159291	0.4621772	0.3650869	0.3112792	0.2597371	0.4295383	0.0129781	0.1670842	0.1190798	0.3912055	0.8345493	0.6202116	0.6796009	0.3671127	0.4220844	0.1231116	0.0548498	0.2368082	0.3657989	0.3054647	0.6697210	0.2362961	0.6365548	0.6166695	0.2412056	0.3672089	0.2435927	0.3073385	0.2110645	0.1287965	0.3056799	0.4698406	0.4793950	0.2962377	0.5077899	0.2199756	0.1065151	0.6810666	0.4399769	0.3363263	0.3537362	0.0085651	0.4785298	0.4774582
850	0.0090485	0.4850489	0.0297783	0.3834192	0.2787321	0.3659308	0.0100981	0.3370251	0.6332242	0.0251071	0.3335743	0.5986252	0.0096924	0.7282414	0.0271754	0.5359341	0.5998078	0.2255102	0.1012479	0.2756672	0.0209673	0.0528681	0.0722719	0.3047137	0.6250965	0.1826030	0.4330982	0.3491414	0.5317853	0.3668896	0.3996917	0.1283980	0.6749097	0.0497346	0.3031902	0.0824847	0.7906556	0.2994112	0.1050735	0.6246925	0.1177890	0.4047160	0.6371095	0.2487886	0.5246206	0.3160598	0.3209452	0.6430923	0.3838771	0.0995787	0.3613674	0.0469359	0.5660082	0.6339660	0.1772224	0.0861977	0.0347285	0.3568363	0.3729869	0.1927320	0.2451585	0.2895973	0.0602787	0.1545720	0.2233456	0.3101192	0.5851335	0.5984178	0.6375403	0.4401190	0.4785774	0.0854006	0.0469043	0.2432169	0.2950270	0.4085151	0.6113421	0.2899410	0.5448175	0.4936918	0.2103897	0.3050715	0.2896059	0.3309253	0.2303125	0.1277540	0.4737766	0.5154280	0.4120629	0.2960057	0.4181394	0.2442443	0.1564360	0.6501086	0.3966386	0.4293174	0.3048438	0.0003084	0.4787846	0.4075492
900	0.0110775	0.3784088	0.0400916	0.4664646	0.3168076	0.3121817	0.0288724	0.2745623	0.6344758	0.0183571	0.2099667	0.5864577	0.0032791	0.7360759	0.0153515	0.4985019	0.5539106	0.1837480	0.0689433	0.3358920	0.0016315	0.0463702	0.0799018	0.3094258	0.7199386	0.2688712	0.4013836	0.2864139	0.6077014	0.4672730	0.3853020	0.1752544	0.6418489	0.0512116	0.3060356	0.1110712	0.6511833	0.3170491	0.1277650	0.4877272	0.1378616	0.3840747	0.7778080	0.2027061	0.4465046	0.2751394	0.3478247	0.8173451	0.3918336	0.1366175	0.3607719	0.0097556	0.4595177	0.6105988	0.2052227	0.0884551	0.0518060	0.3406455	0.2540118	0.1487670	0.2441949	0.2465344	0.0571030	0.1422093	0.1230747	0.2959557	0.6893716	0.4933642	0.6505976	0.3135582	0.4379677	0.0504910	0.0766192	0.2845916	0.3168775	0.3408202	0.4615196	0.2313743	0.5083284	0.5312415	0.2326255	0.4213526	0.3125390	0.3092737	0.2004441	0.1392686	0.2767729	0.6242480	0.3578859	0.3140130	0.4294989	0.2149923	0.1686476	0.6008619	0.5400690	0.3621912	0.4007076	0.0027771	0.3611691	0.3804755
950	0.0105740	0.3744802	0.0521804	0.5100570	0.2722682	0.3441371	0.0061385	0.4032393	0.5459167	0.0124983	0.3946901	0.4346356	0.0101771	0.6760664	0.0078049	0.4321794	0.5510910	0.2193743	0.0547063	0.3853326	0.0029404	0.0213726	0.0532731	0.3725344	0.6824837	0.2122434	0.3721994	0.3364392	0.6657793	0.5016487	0.3067234	0.1608511	0.7080226	0.0606702	0.3977824	0.1102784	0.6904611	0.2575033	0.0680254	0.5933894	0.1922318	0.3250847	0.6342088	0.2307751	0.3909288	0.4197355	0.4138417	0.6292709	0.3360386	0.1432782	0.4755404	0.0048564	0.4955197	0.7285528	0.1162153	0.0698885	0.0294836	0.4595274	0.2167734	0.1742238	0.1964423	0.2489168	0.1168169	0.1029927	0.1778397	0.3762354	0.6796451	0.5420479	0.6013211	0.2397835	0.4346814	0.0442759	0.0952294	0.3522326	0.2891446	0.3411754	0.4094116	0.3507256	0.5709424	0.6830410	0.2806339	0.3641161	0.2655308	0.3344513	0.2301518	0.2013079	0.3433222	0.4846888	0.3619920	0.2985128	0.4534504	0.2587522	0.1630745	0.7526889	0.5965772	0.4421144	0.3407339	0.0005237	0.3506408	0.4035583
1000	0.0023871	0.3510702	0.0355960	0.6447703	0.2971484	0.2142356	0.0027981	0.3752003	0.6530130	0.0585572	0.2690463	0.5122275	0.0251338	0.8629262	0.0052819	0.4074098	0.5496090	0.1735235	0.0872381	0.2948775	0.0024495	0.0397646	0.0377481	0.4074687	0.6832841	0.1660424	0.4318483	0.3634332	0.7303388	0.4697993	0.4050040	0.1581739	0.7821762	0.0631534	0.4479220	0.0900576	0.5792518	0.3225720	0.1057398	0.5894065	0.1358064	0.3375398	0.5815807	0.2118202	0.4866310	0.3651300	0.3479437	0.5410769	0.3896689	0.1417371	0.4055755	0.0170465	0.5535721	0.6556428	0.2468658	0.0869181	0.0143652	0.3598821	0.2160414	0.1623493	0.2096136	0.3348444	0.1082890	0.1226277	0.1810935	0.3895362	0.7308076	0.4618397	0.6271362	0.3056818	0.5593765	0.0264853	0.0805828	0.2757326	0.3817222	0.2922783	0.4116996	0.2819412	0.5160058	0.5205466	0.3248598	0.3150872	0.3149353	0.4193397	0.2256340	0.1534956	0.4083225	0.6968891	0.4008154	0.4042198	0.3669723	0.3043218	0.1477009	0.6592513	0.4613974	0.5068472	0.4097897	0.0106805	0.3728523	0.4103531
0	0.0076408	0.4267043	0.0426954	0.6089403	0.2612488	0.3385651	0.0198030	0.3743873	0.6515025	0.0381347	0.2842742	0.5521332	0.0132126	0.6127278	0.0114334	0.4902745	0.6229882	0.1188521	0.0600944	0.2522143	0.0017477	0.0194360	0.0815074	0.2713477	0.7195156	0.2067188	0.4866227	0.3982266	0.5221401	0.4264768	0.4242464	0.0875803	0.6969435	0.0712372	0.4782692	0.1464474	0.6124307	0.3979655	0.1074665	0.4978013	0.1889777	0.4880059	0.5936673	0.2238416	0.3577790	0.2342741	0.3539099	0.6500582	0.4326555	0.1293591	0.3575847	0.0146701	0.4708082	0.6353276	0.3317954	0.0567240	0.0431705	0.3709532	0.2937207	0.1627048	0.1608921	0.2118384	0.0458053	0.1282074	0.0997297	0.4487251	0.5569974	0.5988194	0.7279274	0.4032581	0.5210808	0.0874290	0.1158450	0.1807955	0.4325144	0.2943797	0.3340569	0.3302892	0.5786342	0.6285857	0.3928192	0.3358733	0.1477380	0.3066076	0.1849817	0.0892424	0.4206968	0.6166961	0.4353555	0.3741090	0.5700734	0.1744038	0.1177966	0.6407350	0.5406144	0.3502127	0.4242245	0.0007435	0.3306679	0.3081466
50	0.0013950	0.4592520	0.0197905	0.5018795	0.2460568	0.3969781	0.0141353	0.3306234	0.6846956	0.0038750	0.2833326	0.3974478	0.0068290	0.5210972	0.0155744	0.4842899	0.4653978	0.0713156	0.0575068	0.3380474	0.0317798	0.0468188	0.0760712	0.3592058	0.4330311	0.0705905	0.4521037	0.3878516	0.6312914	0.4933626	0.3890714	0.1055352	0.6978385	0.0668649	0.3631838	0.1606668	0.5943684	0.3210676	0.0895304	0.6085613	0.1684104	0.4184286	0.8370383	0.2433248	0.4039067	0.4221739	0.3961929	0.8039981	0.3321874	0.1631151	0.3647616	0.0106623	0.5509427	0.5889687	0.3653784	0.1978621	0.0481272	0.5186021	0.2936728	0.1828797	0.1670772	0.2178124	0.1336497	0.0846040	0.0983816	0.2749782	0.8922621	0.6430655	0.4970446	0.5710583	0.5018573	0.3100911	0.2170935	0.3477516	0.3809045	0.2745821	0.3496314	0.2804605	0.5394446	0.4057480	0.2611740	0.4774910	0.2582517	0.4666349	0.2886817	0.2036703	0.2728182	0.5586883	0.4453378	0.2264609	0.4482165	0.1613404	0.2211352	0.5036572	0.6008233	0.4170792	0.4545146	0.0018466	0.4966947	0.3467367
100	0.0021045	0.4318810	0.0192502	0.5526280	0.2993719	0.3179513	0.0356231	0.2811135	0.6691906	0.0000000	0.3616293	0.4458681	0.0412514	0.5603692	0.0261533	0.4735828	0.3856997	0.0435576	0.0498288	0.2475651	0.0475856	0.0132690	0.0926633	0.2481820	0.3325727	0.0436735	0.4179620	0.3419251	0.6751291	0.5053931	0.5472120	0.2472127	0.6115598	0.0790456	0.3599205	0.0794920	0.6175555	0.2966263	0.0901779	0.6223414	0.0729022	0.3852013	0.6066457	0.2145830	0.4016925	0.4289649	0.4342047	0.6452268	0.3460604	0.1679734	0.4359157	0.0156484	0.4555959	0.5227623	0.2937912	0.1572456	0.0302331	0.5515490	0.3170635	0.1122616	0.1896407	0.1983810	0.1092340	0.0659206	0.0629222	0.3046533	0.6277083	0.5513867	0.5526221	0.5402974	0.4328079	0.2614503	0.0975764	0.4851789	0.3419617	0.3263608	0.3242380	0.2890487	0.5597016	0.2831057	0.4056567	0.5817641	0.2204186	0.3979390	0.2781244	0.1471560	0.3991924	0.5203126	0.3971900	0.3392850	0.5522802	0.2502659	0.1944536	0.6488500	0.5068472	0.4048818	0.4083024	0.0078920	0.5723163	0.5343077
150	0.0012718	0.5265537	0.0175953	0.5895289	0.2629266	0.3062198	0.0216391	0.3507900	0.7084977	0.0010724	0.2240678	0.3903037	0.0120336	0.5452547	0.0063145	0.3763847	0.4316377	0.0576105	0.0859988	0.3840151	0.0402247	0.0334358	0.1260644	0.1334360	0.3390498	0.0623086	0.4887096	0.3378529	0.5452290	0.6118528	0.3752444	0.2578298	0.6873988	0.0717009	0.2817380	0.1261242	0.6480323	0.3286576	0.0630405	0.7552815	0.2333169	0.4117508	0.6190717	0.1479375	0.4249214	0.4055067	0.4436188	0.6816657	0.4106905	0.1670339	0.3562069	0.0077563	0.4227918	0.5900505	0.3387982	0.2103174	0.0186150	0.4694602	0.3608705	0.2838509	0.1527168	0.2288347	0.1037673	0.0211488	0.0596374	0.2599029	0.7019194	0.5587438	0.4931085	0.5949683	0.4607773	0.3103751	0.0686500	0.3946571	0.3489430	0.3747486	0.3694401	0.2339840	0.4447897	0.2422377	0.4799641	0.5415441	0.3004535	0.3582109	0.3150641	0.0474619	0.2691872	0.5343370	0.5031603	0.2936209	0.5489756	0.2630598	0.2803064	0.5943661	0.4610105	0.3638202	0.4461384	0.0042055	0.7542242	0.5300399
200	0.0055727	0.4507246	0.0183598	0.4806891	0.1813214	0.3241419	0.0257485	0.3360173	0.7949498	0.0003531	0.2692342	0.5012384	0.0326687	0.5270418	0.0145145	0.3985707	0.4929549	0.0576268	0.0802539	0.4015742	0.0470526	0.0291789	0.2790553	0.1135129	0.2269773	0.0607394	0.4672065	0.3514926	0.7681960	0.5753089	0.5676457	0.3055781	0.6325881	0.0558526	0.3156816	0.1220653	0.7287792	0.2490328	0.0756670	0.6383050	0.1686878	0.3757064	0.6231757	0.2533667	0.4232104	0.3997449	0.3831710	0.5515572	0.3580589	0.1466550	0.5028896	0.0061068	0.4376713	0.7497686	0.2827565	0.1928757	0.0170843	0.4371418	0.3405521	0.1858588	0.1886274	0.2138279	0.0245169	0.0059572	0.0956492	0.2986965	0.6268012	0.5120030	0.5351650	0.6422209	0.4345344	0.3944419	0.0956977	0.4266773	0.4150248	0.4715719	0.3116914	0.3285091	0.4705922	0.1986335	0.5283648	0.6610336	0.2854676	0.4637913	0.2241610	0.0262535	0.2233979	0.5642174	0.5383047	0.3267898	0.5177706	0.2148322	0.1859716	0.6510885	0.4229237	0.4324020	0.3457497	0.0062986	0.6679848	0.4786273
250	0.0028153	0.4198067	0.0329472	0.5008459	0.2148749	0.3323839	0.0132026	0.3603106	0.9327952	0.0014909	0.2394539	0.4763126	0.0147495	0.6116112	0.0322163	0.4824537	0.3802059	0.0590513	0.1197275	0.2988767	0.0447367	0.0650294	0.3768262	0.0812604	0.2993749	0.0527856	0.4017811	0.3871759	0.6979522	0.5785250	0.5351686	0.3447615	0.8277996	0.1952902	0.3821631	0.1101324	0.6086590	0.3048811	0.1055246	0.6477138	0.1571264	0.4059331	0.7773279	0.2859880	0.4107681	0.3324143	0.4399144	0.7356599	0.3101873	0.1414893	0.3889192	0.0259376	0.4501088	0.7152870	0.2860182	0.1371354	0.0287351	0.4778527	0.3038494	0.3027070	0.1976802	0.1834599	0.0042443	0.0102413	0.0652982	0.3283934	0.6766152	0.5419833	0.4167688	0.6568935	0.4182119	0.3972448	0.0510006	0.3850702	0.4031982	0.3606493	0.4409803	0.2584396	0.5880983	0.2288335	0.3782138	0.6062614	0.2786057	0.3798416	0.3463110	0.0130216	0.2410227	0.5475489	0.5276091	0.2352905	0.5878183	0.2589952	0.1435196	0.5510862	0.5435777	0.3859016	0.3354909	0.0041867	0.5163544	0.5557148
300	0.0006919	0.3641889	0.0221203	0.5083925	0.2372071	0.2818978	0.0104824	0.2843034	0.7523138	0.0004146	0.2869769	0.4357588	0.0128468	0.5191991	0.0095235	0.4938043	0.3999819	0.0536192	0.1161698	0.2532078	0.0521772	0.0128169	0.5040942	0.0596313	0.2939865	0.0405283	0.4246883	0.3670913	0.6983933	0.4936818	0.5035489	0.3590398	0.7033390	0.1662698	0.2968401	0.1546669	0.5483836	0.3648203	0.0745711	0.6237294	0.2378021	0.4038633	0.6576877	0.1321551	0.4871925	0.2888371	0.3644845	0.6373553	0.3988636	0.1770408	0.3375458	0.0322462	0.4542974	0.6664773	0.2128953	0.1417270	0.0123263	0.3966260	0.2709047	0.2418606	0.2010730	0.1786963	0.0076578	0.0026190	0.0393005	0.2839766	0.6035515	0.4495089	0.4780274	0.5910182	0.5503379	0.2971807	0.0266861	0.4241240	0.3918073	0.3411800	0.6078642	0.3274970	0.4393428	0.1967233	0.3689777	0.7556556	0.1762468	0.4696107	0.2515488	0.0056242	0.1384220	0.4136844	0.4070961	0.2277912	0.4666203	0.3290321	0.2064318	0.5856256	0.4408025	0.3675450	0.3807533	0.0032312	0.5153140	0.6152209
350	0.0132657	0.4596755	0.0347698	0.5112621	0.2878361	0.2814841	0.0065827	0.3345762	0.7070626	0.0000696	0.3205383	0.4596580	0.0262532	0.6925402	0.0063032	0.4114208	0.4118787	0.0940719	0.0746888	0.3603731	0.0405450	0.0427298	0.5969875	0.0433129	0.2564188	0.0565046	0.4276765	0.3223714	0.6164363	0.4349055	0.4451029	0.3923975	0.6745764	0.1442482	0.3845732	0.1763083	0.4483488	0.2267997	0.1040948	0.6799729	0.1770656	0.4079376	0.6304998	0.1509691	0.3690273	0.3292598	0.3299201	0.5411640	0.2999625	0.1237463	0.3543179	0.0425952	0.3971694	0.6903555	0.1979093	0.1409472	0.0138132	0.3325026	0.3155048	0.2883088	0.2202483	0.1361491	0.0017786	0.0198895	0.0890228	0.3625088	0.4979588	0.5265831	0.5185339	0.6289100	0.4539371	0.3338695	0.0414307	0.3100781	0.3906606	0.5102981	0.5893880	0.3372036	0.5125867	0.1306980	0.3292977	0.5449180	0.1599437	0.4358842	0.3019426	0.0162841	0.1878507	0.3582353	0.5096843	0.3644403	0.4729815	0.3072292	0.1998470	0.5186927	0.3976612	0.4336380	0.3343884	0.0049326	0.5940262	0.4332540
400	0.0017868	0.4812245	0.0202607	0.6099725	0.3333224	0.3234414	0.0097191	0.2796258	0.6221940	0.0006387	0.2678174	0.3678871	0.0138201	0.6145654	0.0265140	0.4778251	0.4038610	0.0759757	0.1253989	0.3324770	0.0444583	0.0205560	0.5895466	0.1035750	0.2743067	0.0320900	0.4099692	0.3286881	0.7130345	0.6809604	0.4841025	0.3059690	0.6228484	0.1706586	0.3112185	0.1894073	0.5089301	0.1680797	0.1138390	0.6147115	0.1382572	0.5069269	0.7373618	0.1401942	0.4974968	0.3709250	0.4019992	0.6494502	0.3647156	0.1162761	0.2657706	0.0379712	0.4494107	0.6039401	0.2854680	0.1563483	0.0228383	0.3355882	0.2777964	0.3159934	0.1656511	0.1399003	0.0012664	0.0101086	0.0649473	0.3329853	0.7385291	0.6866840	0.4199325	0.5588595	0.4672162	0.2922845	0.0813877	0.4052874	0.3661952	0.3502223	0.5085533	0.3080966	0.4065994	0.1638241	0.5119190	0.6732605	0.1662626	0.3973890	0.3687092	0.0323926	0.2306568	0.3915058	0.4475884	0.2482341	0.5130886	0.1918139	0.1645253	0.6387183	0.4663730	0.3815176	0.4185918	0.0008489	0.7761193	0.6865767
450	0.0162074	0.4247770	0.0286106	0.4756774	0.3124724	0.3044531	0.0137056	0.3190926	0.6772681	0.0012071	0.3139695	0.4304266	0.0198850	0.6026502	0.0236072	0.4052679	0.4117933	0.0724413	0.0771205	0.3511760	0.0329528	0.0256605	0.6588791	0.0892864	0.4132507	0.0673818	0.3949652	0.3171750	0.6014144	0.6547398	0.5065378	0.2760877	0.6739547	0.0884620	0.3338312	0.1698925	0.4933601	0.1864152	0.0641065	0.6923451	0.2659711	0.4306846	0.6104153	0.1304704	0.4116027	0.2919102	0.4264867	0.6850808	0.4786615	0.1184657	0.3600424	0.0465204	0.3926194	0.6260830	0.2735457	0.1563382	0.0187268	0.2865360	0.3109363	0.2704367	0.2079593	0.1166247	0.0016307	0.0042760	0.1123649	0.3292124	0.6429075	0.5812494	0.4469235	0.6682431	0.5869077	0.3646510	0.1155305	0.3618585	0.3803891	0.2478926	0.5447208	0.3837313	0.3809570	0.2095415	0.4607722	0.6921153	0.1231923	0.2976949	0.3286928	0.0055283	0.2634488	0.4225961	0.3587338	0.2288451	0.5111994	0.2754968	0.1790522	0.7061243	0.4520372	0.4353559	0.4731033	0.0182874	0.6945999	0.5452175
500	0.0035385	0.3914998	0.0167694	0.5123760	0.3118724	0.3269038	0.0162845	0.3273359	0.6979126	0.0098179	0.3195208	0.5284124	0.0346710	0.4763096	0.0379715	0.3997498	0.3351972	0.0627078	0.1798269	0.2970646	0.0320424	0.0391229	0.5312965	0.0578565	0.3515971	0.0465334	0.4169635	0.2720621	0.7532438	0.5125279	0.5249644	0.4186976	0.6290549	0.2384670	0.2992603	0.2415227	0.4075446	0.1243870	0.1272177	0.6098396	0.1655199	0.4117679	0.6374786	0.0788509	0.3978183	0.2998952	0.4237825	0.6671283	0.4389068	0.1296611	0.3731543	0.0453894	0.4767254	0.7228124	0.1586328	0.1728609	0.0116683	0.3108616	0.3546970	0.3180262	0.2643896	0.1686625	0.0003519	0.0128778	0.1117454	0.3083504	0.6463684	0.4877818	0.4344860	0.5427859	0.4032080	0.3810870	0.0834462	0.4378729	0.4203659	0.3603982	0.4051788	0.3085817	0.4158685	0.1928308	0.5213398	0.7274475	0.1658922	0.3304315	0.2778175	0.0386507	0.0995446	0.3942255	0.4646319	0.2990911	0.4371654	0.2343371	0.1913020	0.6387542	0.4865289	0.3556987	0.2987958	0.0003319	0.7270786	0.6585155
